timestamp,air_temperature,humidity,co2_level,light_intensity,soil_moisture,soil_ph,soil_temperature,ec_conductivity,nitrogen,phosphorus,potassium,vpd,light_hours,ventilation_rate,outside_temperature,outside_humidity,wind_speed,crop_type,growth_stage,leaf_wetness_hours,previous_irrigation_mm,health_score,health_category,disease_risk_score,disease_risk_level,irrigation_need
2025-06-03 19:58:06,36.68,63.44,810.4,6418.33,47.05,6.62,26.41,1.66,197.77,37.49,170.6,2.2538,13.43,34.59,46.75,52.83,16.04,Lettuce,Seedling,1.68,19.21,75.7,Good,22.2,Low,Medium
2025-06-03 20:13:32,38.16,62.04,821.72,9220.9,45.0,6.46,27.66,1.98,197.09,42.06,167.49,2.5,13.43,42.69,35.21,46.92,6.45,Chili,Seedling,0.69,9.17,75.1,Good,10.6,Low,Medium
2025-06-03 20:34:28,31.45,65.96,888.75,9897.59,41.18,5.77,21.41,2.19,170.67,46.04,205.95,1.5686,13.43,27.06,38.09,30.49,4.6,Cucumber,Seedling,0.64,21.63,73.6,Good,18.5,Low,Medium
2025-06-03 21:55:19,41.72,78.26,784.09,6930.7,42.74,6.24,28.46,1.6,189.68,46.62,191.66,1.7568,13.43,32.75,39.8,50.69,14.31,Herbs,Vegetative,2.81,6.72,59.5,Fair,41.1,Medium,Medium
2025-06-03 22:39:27,37.25,65.46,830.69,7900.46,44.79,6.46,27.7,1.98,195.4,44.69,170.45,2.1974,13.43,39.06,31.34,43.67,5.76,Chili,Vegetative,1.22,8.43,76.4,Good,16.7,Low,Medium
2025-06-03 23:07:10,37.23,59.92,,5519.54,46.73,6.59,25.88,1.79,200.4,39.59,172.52,2.5,13.43,33.57,45.89,48.68,15.22,Lettuce,Seedling,1.5,17.67,,,,,
2025-06-04 00:11:59,32.01,72.5,861.31,8508.37,41.04,5.76,21.81,2.13,170.61,45.35,204.11,1.3082,13.44,24.59,38.38,27.91,4.78,Cucumber,Seedling,1.4,19.9,72.1,Good,30.0,Low,Low
2025-06-04 00:47:28,41.72,77.54,770.35,5470.93,43.81,6.25,28.94,1.47,185.13,46.34,190.92,1.814,13.44,33.35,41.51,54.1,18.11,Herbs,Vegetative,2.27,6.18,59.3,Fair,40.2,Medium,Medium
2025-06-04 00:58:06,36.52,64.42,864.4,7010.67,44.45,6.44,27.93,1.95,198.21,44.91,171.18,2.1744,13.44,37.56,29.83,43.19,6.6,Chili,Vegetative,1.34,7.76,72.1,Good,21.0,Low,Medium
2025-06-04 02:37:58,37.18,57.34,844.99,5897.89,46.26,6.59,26.08,1.89,194.1,40.84,175.93,2.5,13.44,35.81,44.06,46.8,14.18,Lettuce,Seedling,0.44,16.26,78.5,Good,17.7,Low,Medium
2025-06-04 03:17:51,32.38,72.75,875.32,7771.94,40.79,5.72,21.93,2.02,173.28,48.99,193.63,1.3242,13.44,22.31,38.54,25.21,4.22,Cucumber,Seedling,1.95,18.3,77.8,Good,30.7,Low,Medium
2025-06-04 03:56:27,41.96,77.83,778.4,5629.34,44.37,6.28,29.31,1.37,188.02,47.53,182.95,1.8142,13.44,34.36,41.67,55.94,18.07,Herbs,Vegetative,2.6,5.68,61.3,Moderate,29.7,Low,Medium
2025-06-04 04:50:34,,64.99,,7087.67,44.33,6.44,28.59,1.94,199.93,45.04,174.99,2.1335,13.44,34.96,27.22,42.85,5.01,Chili,Vegetative,0.88,7.14,,,,,
2025-06-04 06:00:29,42.02,78.5,787.93,4523.66,44.87,6.31,29.42,1.33,188.17,47.31,181.94,1.7642,13.44,36.21,42.22,58.75,19.45,Herbs,Vegetative,2.76,5.23,60.3,Moderate,35.5,Low,Medium
2025-06-04 06:09:51,32.21,72.99,858.57,6141.59,40.66,5.71,22.28,2.0,176.55,46.6,191.48,1.2996,13.44,19.46,35.76,28.28,3.88,Cucumber,Seedling,3.27,16.84,70.7,Good,45.6,Medium,Low
2025-06-04 06:26:04,36.34,53.3,846.91,6042.14,45.83,6.57,26.13,2.04,186.42,41.37,179.21,2.5,13.44,36.22,42.06,46.59,12.58,Lettuce,Seedling,1.02,14.96,71.9,Good,20.9,Low,Low
2025-06-04 08:29:56,35.54,64.12,911.28,8410.9,44.14,6.44,28.81,1.83,196.71,45.56,169.87,2.0784,13.44,34.24,29.24,40.88,6.15,Chili,Vegetative,1.67,6.57,71.9,Good,16.4,Low,Medium
2025-06-04 08:41:17,36.89,49.31,853.1,6798.7,45.18,6.58,26.16,2.15,184.72,41.11,177.61,2.5,13.44,37.62,43.44,41.38,11.77,Lettuce,Seedling,0.91,13.76,68.6,Moderate,17.3,Low,Medium
2025-06-04 08:54:46,33.76,72.27,858.64,6692.01,40.35,5.77,22.43,2.13,180.2,49.3,197.76,1.4556,13.44,16.73,36.18,25.57,3.3,Cucumber,Seedling,3.94,15.49,70.4,Good,33.8,Low,Medium
2025-06-04 09:08:13,42.48,76.57,791.8,6279.15,44.64,6.3,30.12,1.37,188.02,44.13,187.94,1.9694,13.44,43.49,43.38,52.94,19.67,Herbs,Vegetative,3.57,4.81,60.5,Moderate,36.9,Low,Medium
2025-06-04 10:44:16,35.18,68.97,885.05,8517.59,45.29,6.44,29.04,1.65,203.57,46.1,170.27,1.7617,13.44,37.23,28.68,44.83,9.92,Chili,Vegetative,0.85,6.04,75.7,Good,19.4,Low,Medium
2025-06-04 11:01:42,35.17,69.92,839.68,9458.72,40.1,5.78,22.68,2.16,182.61,46.42,194.44,1.707,13.44,15.46,36.49,29.32,3.97,Cucumber,Seedling,3.34,14.25,72.7,Good,22.8,Low,Medium
2025-06-04 11:47:09,,45.17,849.56,9556.91,44.58,6.57,26.39,2.3,184.41,41.38,177.81,2.5,13.44,42.97,46.09,40.39,11.72,Lettuce,Seedling,1.7,12.66,,,,,
2025-06-04 11:50:19,41.88,70.9,801.18,9584.35,44.32,6.35,30.72,1.4,185.53,43.49,178.1,2.3701,13.44,44.68,42.34,54.34,19.33,Herbs,Vegetative,1.96,4.43,66.6,Moderate,31.7,Low,Medium
2025-06-04 12:51:31,35.16,71.5,875.46,7841.18,45.92,6.45,29.01,1.68,200.86,47.63,172.33,1.6168,13.44,38.86,28.38,56.36,12.64,Chili,Vegetative,1.17,5.56,62.2,Moderate,28.8,Low,Low
2025-06-04 13:11:20,34.57,67.26,794.61,11285.88,39.82,5.8,22.42,2.12,176.11,44.65,195.25,1.7975,13.44,12.29,38.05,28.72,4.28,Cucumber,Seedling,2.29,13.11,72.3,Good,21.9,Low,Low
2025-06-04 14:26:18,41.57,69.35,794.26,10098.21,44.19,6.35,31.39,1.44,187.04,46.23,174.96,2.4564,13.44,46.19,43.99,48.92,17.91,Herbs,Vegetative,2.46,4.07,67.8,Moderate,18.9,Low,Medium
2025-06-04 16:10:20,34.34,67.22,809.6,11548.12,39.6,5.82,23.09,2.07,175.1,45.52,201.14,1.7765,13.44,13.57,36.44,31.61,7.24,Cucumber,Seedling,1.52,12.06,72.5,Good,25.1,Low,Low
2025-06-04 16:41:52,33.05,,880.37,,46.94,6.44,29.02,1.62,192.82,46.99,167.77,1.1669,13.44,36.76,29.21,59.2,12.6,Chili,Vegetative,0.41,5.11,,,,,
2025-06-04 17:56:14,42.75,70.71,766.24,8555.02,43.92,6.36,31.69,1.49,189.76,51.32,174.98,2.4976,13.44,42.37,44.48,46.39,16.37,Herbs,Vegetative,3.09,3.75,59.5,Fair,28.5,Low,Low
2025-06-04 19:26:43,34.62,68.02,776.64,9595.11,39.52,5.85,23.65,2.03,175.53,44.79,202.22,1.7607,13.44,15.7,37.56,31.37,4.76,Cucumber,Seedling,1.43,11.1,66.6,Moderate,19.3,Low,Low
2025-06-04 20:08:17,31.32,78.8,945.14,4565.97,48.04,6.42,28.85,1.53,192.68,47.08,172.17,0.9697,13.44,35.61,29.55,66.4,15.68,Chili,Vegetative,0.01,4.7,83.8,Excellent,30.1,Low,Low
2025-06-04 20:21:57,41.12,46.1,828.07,8853.63,43.98,6.56,27.29,2.11,180.93,38.19,174.57,2.5,13.44,41.11,47.13,41.66,11.27,Lettuce,Seedling,1.79,11.65,63.0,Moderate,18.6,Low,Medium
2025-06-04 20:28:35,41.09,69.85,776.61,7181.8,43.57,6.33,31.57,1.51,187.3,51.46,177.82,2.3565,13.44,41.79,42.72,46.71,16.9,Herbs,Vegetative,2.29,3.45,64.5,Moderate,20.1,Low,Medium
2025-06-04 22:39:42,41.89,46.93,848.22,8087.07,43.67,6.57,27.53,2.14,183.9,37.22,177.75,2.5,13.44,38.0,47.42,37.74,11.93,Lettuce,Seedling,1.1,10.72,70.4,Good,26.2,Low,Medium
2025-06-04 22:57:33,34.29,67.87,813.24,6197.98,39.2,5.82,24.16,2.19,175.82,41.55,205.95,1.7369,13.44,15.57,37.33,29.21,5.1,Cucumber,Seedling,2.43,10.21,72.6,Good,23.3,Low,Low
2025-06-04 23:18:54,42.47,69.47,802.17,5833.71,43.4,6.31,32.16,1.63,196.12,50.01,174.57,2.5,13.44,39.38,43.01,45.91,17.99,Herbs,Flowering,3.14,3.17,69.5,Moderate,19.5,Low,Medium
2025-06-04 23:29:18,30.32,79.63,965.4,4582.77,49.3,6.41,28.08,1.48,186.64,44.49,178.19,0.8803,13.44,30.88,29.52,62.08,17.86,Chili,Vegetative,0.37,4.33,73.2,Good,46.5,Medium,Low
2025-06-05 01:08:00,41.29,42.21,897.46,6960.73,43.12,6.56,28.19,2.3,178.6,36.31,177.98,2.5,13.45,36.52,46.69,33.85,10.61,Lettuce,Seedling,0.46,9.86,64.8,Moderate,19.1,Low,Medium
2025-06-05 01:42:22,42.32,69.05,822.23,5972.23,43.1,6.34,32.34,1.54,194.54,47.05,172.91,2.5,13.45,41.61,44.04,44.53,14.13,Herbs,Flowering,2.72,2.92,75.8,Good,20.4,Low,Medium
2025-06-05 01:51:46,34.12,68.94,847.33,4830.63,38.95,5.87,24.86,2.16,174.67,40.19,198.64,1.6635,13.45,14.66,37.03,27.4,3.97,Cucumber,Seedling,3.67,9.39,64.5,Moderate,32.2,Low,Low
2025-06-05 03:44:34,43.35,68.3,864.37,4636.58,42.97,6.38,33.18,1.62,196.55,45.37,178.64,2.5,13.45,39.81,44.82,44.3,13.62,Herbs,Flowering,2.73,2.68,69.7,Moderate,13.4,Low,Medium
2025-06-05 04:58:58,41.94,41.24,896.95,5271.73,42.48,6.54,28.49,2.2,178.74,34.48,177.66,2.5,13.45,35.82,47.48,33.1,9.18,Lettuce,Seedling,0.77,9.07,69.4,Moderate,17.3,Low,Medium
2025-06-05 05:10:46,33.51,71.04,816.77,3918.86,38.74,5.86,24.5,2.28,163.19,42.42,197.72,1.4988,13.45,15.84,36.01,29.33,3.97,Cucumber,Seedling,3.62,8.64,70.5,Good,40.8,Medium,Medium
2025-06-05 07:06:49,41.98,37.86,888.55,5996.69,41.89,6.53,28.87,2.15,177.43,38.18,185.7,2.5,13.45,38.76,48.13,28.95,9.45,Lettuce,Vegetative,0.3,8.34,62.6,Moderate,13.4,Low,Medium
2025-06-05 07:29:14,43.72,66.33,812.75,5135.21,42.73,6.4,33.44,1.65,194.22,49.62,180.32,2.5,13.45,44.52,44.07,44.97,12.68,Herbs,Flowering,2.62,2.47,73.1,Good,23.2,Low,Medium
2025-06-05 08:34:46,34.4,71.12,802.63,6145.35,38.48,5.87,24.64,2.16,168.71,41.03,190.07,1.571,13.45,14.36,36.92,37.2,4.51,Cucumber,Seedling,4.4,7.95,58.1,Fair,36.5,Low,Low
2025-06-05 09:53:37,43.2,37.57,897.89,7638.66,41.58,6.55,28.86,2.09,174.78,37.27,193.06,2.5,13.45,42.13,47.63,27.87,8.42,Lettuce,Vegetative,0.86,7.68,63.9,Moderate,13.6,Low,Medium
2025-06-05 10:58:56,43.91,63.39,785.1,8784.9,42.39,6.4,33.6,1.57,189.02,51.36,181.21,2.5,13.45,48.23,42.73,41.55,13.14,Herbs,Flowering,2.89,2.27,64.4,Moderate,17.4,Low,Medium
2025-06-05 11:04:13,30.17,79.21,972.17,6373.36,49.91,6.44,28.12,1.57,189.84,43.48,179.6,0.8909,13.45,37.72,30.74,68.42,17.03,Chili,Vegetative,0.4,3.98,79.2,Good,33.0,Low,Low
2025-06-05 11:15:57,35.56,67.66,800.38,9201.3,38.37,5.89,24.19,2.11,167.64,43.43,187.91,1.8755,13.45,11.98,37.33,34.1,5.69,Cucumber,Seedling,4.1,7.31,65.0,Moderate,26.2,Low,Low
2025-06-05 11:56:19,44.0,38.37,875.54,11733.68,41.46,6.54,28.78,1.98,174.37,39.05,185.47,2.5,13.45,39.09,45.9,27.71,8.21,Lettuce,Vegetative,1.09,7.06,70.4,Good,26.5,Low,High
2025-06-05 13:38:23,44.0,62.8,740.3,11168.16,42.31,6.38,33.7,1.55,190.98,48.7,182.75,2.5,13.45,48.73,40.43,40.47,11.07,Herbs,Flowering,2.89,2.09,63.7,Moderate,18.0,Low,Medium
2025-06-05 14:02:32,33.86,68.44,784.95,10699.99,38.29,5.89,24.77,2.24,167.19,44.67,186.71,1.6653,13.45,9.8,39.37,36.77,5.84,Cucumber,Seedling,3.15,6.73,66.2,Moderate,36.0,Low,Medium
2025-06-05 14:41:52,31.01,80.34,903.33,6602.66,50.88,6.42,28.37,1.68,186.0,46.51,181.59,0.8838,13.45,38.83,31.87,75.3,14.85,Chili,Vegetative,1.03,3.66,71.3,Good,33.6,Low,Medium
2025-06-05 15:52:41,44.0,39.79,822.54,12261.3,41.19,6.53,29.17,1.82,177.45,39.83,187.09,2.5,13.45,41.04,43.51,27.09,8.08,Lettuce,Vegetative,1.59,6.5,66.9,Moderate,12.8,Low,High
2025-06-05 16:34:32,44.0,63.78,742.53,11782.24,41.99,6.36,34.26,1.63,190.12,47.18,182.19,2.5,13.45,47.6,43.06,39.24,11.69,Herbs,Flowering,2.81,1.92,72.4,Good,16.8,Low,Medium
2025-06-05 16:51:23,31.69,78.78,919.78,7589.88,51.44,6.45,28.56,1.58,190.58,51.47,188.81,0.9912,13.45,35.1,33.18,76.49,13.96,Chili,Vegetative,0.54,3.37,80.0,Good,32.4,Low,Low
2025-06-05 18:08:51,43.94,42.87,863.71,10724.2,40.9,6.59,29.76,1.77,187.14,43.0,192.15,2.5,13.45,36.79,44.42,32.07,7.85,Lettuce,Vegetative,0.8,5.98,70.4,Good,11.4,Low,Medium
2025-06-05 20:18:08,42.98,66.1,773.92,9757.31,41.84,6.39,33.71,1.78,190.44,48.68,185.66,2.5,13.45,50.02,42.94,35.36,12.35,Herbs,Flowering,3.43,1.77,61.4,Moderate,21.8,Low,Medium
2025-06-05 20:20:25,30.8,80.08,924.24,7611.14,51.11,6.47,28.64,1.57,193.27,49.12,191.29,0.8847,13.45,39.02,31.84,71.97,13.84,Chili,Vegetative,0.0,3.1,75.5,Good,31.8,Low,Low
2025-06-05 22:36:12,32.85,69.9,821.95,9046.38,37.99,5.88,24.78,2.2,159.98,45.84,185.37,1.501,13.45,12.39,38.96,41.94,5.21,Cucumber,Seedling,3.24,6.19,67.5,Moderate,22.9,Low,Low
